step,q1,q2,cv,q3,ch,mae,mu_x,mu_y,sigma_x,sigma_y,xopt_runtime,xopt_error,run,best_mae
0,10.0,-10.0,0.0,10.0,0.0,0.00041285480256192386,-0.0001844415528466925,-0.0011707161320373416,0.00011004647240042686,0.00018621508206706494,0.5687831999966875,0.0,0.0,0.00041285480256192386
1,-30.0,30.0,0.006,-30.0,-0.006,0.0011642464669421315,-0.001479655154980719,0.0016055055893957615,0.0014028779696673155,0.00016894694999791682,0.038329800008796155,0.0,0.0,0.00041285480256192386
2,24.110461353420416,-21.12333771243121,-0.00541585532342733,8.796188508343645,0.0018563410753697147,0.0023412839509546757,0.0005270464462228119,-0.007987849414348602,0.0007390129612758756,0.00011122709111077711,0.035230399982538074,0.0,0.0,0.00041285480256192386
3,3.2995054164141298,4.997318522031035,0.00175748120891422,-4.42915879770617,-0.0009523426471050366,0.0005457352963276207,-0.00030115104163996875,0.001643724157474935,3.997617386630736e-05,0.0001980897504836321,0.03569349995814264,0.0,0.0,0.00041285480256192386
4,3.9815346238729505,-29.92423959558793,0.002238923621768552,22.367127371153757,0.000696537587802666,0.00031370544456876814,3.078296867897734e-05,0.000699930009432137,1.971113761101151e-06,0.0005221376777626574,0.04338749998714775,0.0,0.0,0.00031370544456876814
5,24.05572639107845,-1.677935493103857,0.0020320023849352527,18.927662858584075,0.004633814543672685,0.0009309900924563408,0.0019196271896362305,0.00033679831540212035,0.00016958589549176395,0.001297948881983757,0.04335910000372678,0.0,0.0,0.00031370544456876814
6,-17.431522274317956,-0.3158382092148521,0.0006182255433295799,26.849450154121328,0.0007041595169087797,0.0008997466065920889,9.649178537074476e-05,0.002433167537674308,0.0004957398632541299,0.0005735874292440712,0.03830220003146678,0.0,0.0,0.00031370544456876814
7,28.463068170544215,-12.665679034500696,0.0016188795494547225,5.240114404386321,-0.0034380171189166663,0.0008230931125581264,-0.0017575533129274845,0.00022237267694436014,0.0009942963952198625,0.00031815021065995097,0.03540580003755167,0.0,0.0,0.00031370544456876814
8,4.3887908962276825,-23.82650994753974,0.0008050258342099957,-19.40266916265416,-0.006,0.0012388689210638404,-0.003202248364686966,0.0004343763866927475,0.0011266818037256598,0.00019216891087125987,0.040249900019261986,0.0,0.0,0.00031370544456876814
9,16.048830391609915,-25.013791354413197,0.001407675755613619,3.304644047066606,0.0007555993002010819,0.00026458478532731533,-4.7886605898384005e-05,0.00026559128309600055,0.000443740893388167,0.00030112030799500644,0.03547160001471639,0.0,0.0,0.00026458478532731533
10,27.56460276786417,-13.31159557702366,0.0012830821584951819,24.447215154204624,0.0003470708518233626,0.00045423058327287436,-7.081071817083284e-05,-0.00104548002127558,3.603602408475126e-06,0.0006970280664972961,0.042869299999438226,0.0,0.0,0.00026458478532731533
11,6.900927750009836,-22.345131842163692,0.0010289358458185302,4.348769854548241,0.0015098047713026654,0.000225718118599616,0.00033959950087592006,-0.0001086477204808034,0.00022570650617126375,0.0002289187250426039,0.03502069995738566,0.0,0.0,0.000225718118599616
12,17.198136439146708,-26.375664409325093,0.0005589314445491874,-23.49778869335001,0.0013707789747092278,0.000542402092833072,-6.677465535176452e-06,0.0006535189459100366,0.0012164920335635543,0.0002929198963101953,0.04087319999234751,0.0,0.0,0.000225718118599616
13,22.907450085644133,-27.293551620808607,0.0006436054687341654,29.298839472859427,0.0009638011627337191,0.0006901648594066501,0.0002116649120580405,-0.0019349302165210247,0.0001561159297125414,0.0004579482483677566,0.040842399990651757,0.0,0.0,0.000225718118599616
14,-1.9767808909356481,-25.37250322526384,0.0025861697247183527,-3.6208251497739354,0.0005201596490139041,0.0008182575693354011,-0.00019933751900680363,0.0013967773411422968,0.0014356678584590554,0.00024124748597387224,0.03873619996011257,0.0,0.0,0.000225718118599616
15,12.311931584533484,5.100120083983383,0.0001558719701532283,-8.59606239466292,0.001585629780452117,0.00041233107913285494,0.0008907399023883045,-1.5406876627821475e-05,0.00045979570131748915,0.0002833819598890841,0.0370462000137195,0.0,0.0,0.000225718118599616
16,7.846056048762125,10.535942469701425,0.0013436151701477674,13.366309851465012,0.0002292505427169915,0.0006515930290333927,7.078428461682051e-05,0.0014138324186205864,0.0002104210143443197,0.0009113343548960984,0.03625380003359169,0.0,0.0,0.000225718118599616
17,-27.75188726598514,-26.36919372524339,0.0013041807102230748,15.46881205727461,5.3253220956725925e-05,0.0005766119575127959,-0.00028856509015895426,-0.0003035674162674695,0.0013529297430068254,0.0003613856970332563,0.0368398999562487,0.0,0.0,0.000225718118599616
18,-15.398929384324049,-17.51108619999291,0.0001353802283496792,-5.534074140061985,0.0005902119305145868,0.0007945647812448442,-1.4569859558832832e-05,-0.0003666368720587343,0.0026158944237977266,0.0001811581023503095,0.03909199999179691,0.0,0.0,0.000225718118599616
19,29.368697062203424,-14.817084149660662,0.0004986816023375541,-12.676915677420533,0.0007836581120561478,0.0006459298892877996,0.00010498706251382828,0.00016015389701351523,0.0021920008584856987,0.00012657763727474958,0.03618709999136627,0.0,0.0,0.000225718118599616
20,13.445872489423433,-25.326569471648973,0.000887490602026091,-3.9080646297396546,0.002100138573235624,0.00027466577012091875,0.0005032680346630514,-6.165259947010782e-07,0.00030179356690496206,0.0002929849433712661,0.04008450004039332,0.0,0.0,0.000225718118599616
21,-0.8531482893220443,-26.40252998098894,0.0016289085640954018,29.969912761492807,-0.0012721192817705652,0.000439963216194883,-0.0007925915415398777,-0.00015344531857408583,0.00034911345574073493,0.0004647026362363249,0.051680800039321184,0.0,0.0,0.000225718118599616
22,15.72590115775064,-27.897326455686027,0.0006906194468566483,-7.02825837306588,0.0031111338844275896,0.00046859451686032116,0.0008782038930803537,-3.704964910866693e-05,0.0006083635962568223,0.00035076087806373835,0.036889599985443056,0.0,0.0,0.000225718118599616
23,10.323467795385259,-6.999305426863039,0.0010009693931182966,1.4166775028797962,0.0008007016659079396,0.00022343589807860553,0.0002439091622363776,0.00030797088402323425,0.0001686822361079976,0.000173181266291067,0.0907889999798499,0.0,0.0,0.00022343589807860553
24,13.630980908787873,-21.335436582192305,0.0016228749777435054,17.168261705652874,0.0005466619042992191,0.00013544547255150974,-2.7908517949981615e-05,0.00022622791584581137,0.0001326440687989816,0.00015500139852520078,0.03635450004367158,0.0,0.0,0.00013544547255150974
25,5.526376275018698,-25.647589093545616,0.001212505906516287,4.837014811075641,0.001118063130281751,0.0002093383518513292,0.00011972146603511646,-3.773378557525575e-05,0.0003741534019354731,0.00030574470292776823,0.04379189998144284,0.0,0.0,0.00013544547255150974
26,3.2142508169074975,-24.54391229749762,0.0015738848130423084,22.87332498055084,0.0019034521285749115,0.0002536805986892432,0.0005956165259703994,2.4230368580901995e-05,4.044853994855657e-05,0.00035442691296339035,0.03580289997626096,0.0,0.0,0.00013544547255150974
27,4.022309600969687,-18.601635307095147,0.0014645758198079282,14.029666151168286,0.0005685540357010363,0.00016532483277842402,-7.096791705407668e-06,0.0003712595207616687,0.00012887647608295083,0.0001540665398351848,0.035370900004636496,0.0,0.0,0.00013544547255150974
28,26.57355087965191,-11.131601084032624,0.002386314581010737,18.132807454950836,0.0001372836264131501,0.00048435473581776023,-0.00015032132796477526,0.0008247253717854619,0.00027686127577908337,0.0006855109240859747,0.03454749996308237,0.0,0.0,0.00013544547255150974
